,試合ID,表チーム,裏チーム,表得点,裏得点
535,1703464.csv,ツインズ,ブルージェイズ,6,1
536,1703465.csv,レッズ,カージナルス,2,0
537,1703466.csv,ツインズ,ブルージェイズ,9,10
538,1703467.csv,ツインズ,ブルージェイズ,7,2
539,1703468.csv,Rソックス,ブルージェイズ,6,5
540,1703469.csv,レッズ,カージナルス,4,10
541,1703470.csv,Rソックス,ブルージェイズ,3,0
542,1703471.csv,Rソックス,ブルージェイズ,7,1
543,1703472.csv,レッズ,カージナルス,8,0
544,1703473.csv,パイレーツ,カージナルス,1,2
545,1703475.csv,パイレーツ,カージナルス,1,2
546,1703476.csv,タイガース,ブルージェイズ,5,4
547,1703477.csv,タイガース,ブルージェイズ,4,5
548,1703478.csv,パイレーツ,カージナルス,1,2
549,1703479.csv,タイガース,ブルージェイズ,2,8
550,1703480.csv,オリオールズ,ブルージェイズ,3,4
551,1703481.csv,オリオールズ,ブルージェイズ,2,3
552,1703482.csv,オリオールズ,ブルージェイズ,2,1
553,1703484.csv,ロイヤルズ,ブルージェイズ,2,5
554,1703485.csv,ロイヤルズ,ブルージェイズ,15,5
555,1703488.csv,ヤンキース,ブルージェイズ,1,8
556,1703489.csv,ヤンキース,ブルージェイズ,5,1
557,1703490.csv,ヤンキース,ブルージェイズ,5,9
558,1703491.csv,ブルージェイズ,カージナルス,4,8
559,1703492.csv,レッズ,カージナルス,5,7
560,1703495.csv,レッズ,カージナルス,5,4
561,1703496.csv,ブリュワーズ,カージナルス,7,5
562,1703497.csv,ブリュワーズ,カージナルス,1,2
563,1703498.csv,パイレーツ,Rソックス,3,5
564,1703499.csv,パイレーツ,Rソックス,0,3
565,1703502.csv,ブリュワーズ,カージナルス,5,4
566,1703503.csv,オリオールズ,Rソックス,1,8
567,1703504.csv,オリオールズ,Rソックス,12,5
568,1703505.csv,レイズ,Rソックス,10,5
569,1703506.csv,カブス,カージナルス,3,2
570,1703507.csv,レイズ,Rソックス,1,2
571,1703508.csv,レイズ,Rソックス,5,7
572,1703509.csv,カブス,カージナルス,3,5
573,1703510.csv,レイズ,Rソックス,3,4
574,1703511.csv,カブス,カージナルス,0,5
575,1703515.csv,Rソックス,カージナルス,6,3
576,1703516.csv,ヤンキース,Rソックス,3,0
577,1703517.csv,カブス,Rソックス,4,5
578,1703518.csv,Rソックス,カージナルス,5,4
579,1703519.csv,カブス,Rソックス,7,4
580,1703520.csv,カブス,Rソックス,2,6
581,1703521.csv,オリオールズ,Rソックス,5,2
582,1703522.csv,ジャイアンツ,カージナルス,6,5
583,1703523.csv,オリオールズ,Rソックス,2,5
584,1703525.csv,ジャイアンツ,カージナルス,3,1
585,1703526.csv,オリオールズ,Rソックス,2,4
586,1703527.csv,オリオールズ,Rソックス,8,3
587,1703529.csv,レイズ,Rソックス,5,4
588,1703530.csv,レイズ,Rソックス,3,6
589,1703531.csv,レイズ,Rソックス,11,2
590,1703532.csv,ドジャース,カージナルス,5,1
591,1703533.csv,レンジャーズ,Rソックス,6,11
592,1703534.csv,レンジャーズ,Rソックス,4,9
593,1703535.csv,ドジャース,カージナルス,9,4
594,1703536.csv,レンジャーズ,Rソックス,2,6
595,1703538.csv,ドジャース,カージナルス,1,2
596,1703539.csv,マリナーズ,Rソックス,0,6
597,1703541.csv,マリナーズ,Rソックス,5,0
598,1703542.csv,ドジャース,カージナルス,0,2
599,1703543.csv,フィリーズ,カージナルス,2,3
600,1703544.csv,タイガース,Rソックス,3,5
601,1703545.csv,タイガース,Rソックス,3,11
602,1703546.csv,フィリーズ,カージナルス,0,7
603,1703547.csv,タイガース,Rソックス,8,3
604,1703548.csv,フィリーズ,Rソックス,5,6
605,1703549.csv,フィリーズ,カージナルス,5,6
606,1703553.csv,ブリュワーズ,カージナルス,6,4
607,1703554.csv,パイレーツ,カージナルス,4,3
608,1703555.csv,パイレーツ,カージナルス,7,3
609,1703556.csv,パイレーツ,カージナルス,4,8
610,1703557.csv,エンゼルス,Rソックス,4,9
611,1703558.csv,エンゼルス,Rソックス,6,3
612,1703560.csv,エンゼルス,Rソックス,4,2
613,1703561.csv,ツインズ,Rソックス,1,4
614,1703563.csv,ツインズ,Rソックス,2,9
615,1703564.csv,ツインズ,Rソックス,4,1
616,1703565.csv,ナショナルズ,カージナルス,7,2
617,1703567.csv,マーリンズ,カージナルス,6,14
618,1703568.csv,マーリンズ,カージナルス,5,2
619,1703571.csv,マーリンズ,カージナルス,3,4
620,1703574.csv,メッツ,カージナルス,6,5
621,1703575.csv,ブルージェイズ,Rソックス,4,3
622,1703576.csv,メッツ,カージナルス,1,4
623,1703577.csv,ブルージェイズ,Rソックス,4,5
624,1703578.csv,ブルージェイズ,Rソックス,1,5
625,1703579.csv,メッツ,カージナルス,0,6
626,1703580.csv,ブルージェイズ,Rソックス,8,6
627,1703581.csv,ロッキーズ,カージナルス,2,8
628,1703582.csv,ロイヤルズ,Rソックス,4,2
629,1703583.csv,ロッキーズ,カージナルス,2,3
630,1703584.csv,ロイヤルズ,Rソックス,8,9
631,1703585.csv,ロッキーズ,カージナルス,5,10
632,1703586.csv,ロイヤルズ,Rソックス,5,3
633,1703587.csv,インディアンス,Rソックス,2,6
634,1703588.csv,インディアンス,Rソックス,10,12
635,1703589.csv,Dバックス,カージナルス,4,0
636,1703591.csv,Dバックス,カージナルス,0,1
637,1703593.csv,Wソックス,Rソックス,5,9
638,1703594.csv,Dバックス,カージナルス,2,3
639,1703595.csv,Wソックス,Rソックス,2,3
640,1703596.csv,Wソックス,Rソックス,1,4
641,1703597.csv,ロイヤルズ,カージナルス,5,8
642,1703598.csv,Wソックス,Rソックス,3,6
643,1703599.csv,ロイヤルズ,カージナルス,6,8
644,1703600.csv,ブレーブス,カージナルス,5,8
645,1703601.csv,カージナルス,Rソックス,4,10
646,1703602.csv,カージナルス,Rソックス,4,5
647,1703603.csv,ブレーブス,カージナルス,5,6
648,1703604.csv,ヤンキース,Rソックス,6,9
649,1703605.csv,ブレーブス,カージナルス,6,3
650,1703606.csv,ヤンキース,Rソックス,4,3
651,1703609.csv,オリオールズ,Rソックス,16,3
652,1703610.csv,オリオールズ,Rソックス,7,0
653,1703611.csv,パドレス,カージナルス,2,6
654,1703612.csv,オリオールズ,Rソックス,2,1
655,1703613.csv,パドレス,カージナルス,4,3
656,1703615.csv,ブルージェイズ,Rソックス,2,3
657,1703616.csv,ブルージェイズ,Rソックス,1,6
658,1703617.csv,レイズ,カージナルス,7,3
659,1703618.csv,レイズ,Rソックス,3,9
660,1703620.csv,レイズ,カージナルス,4,6
661,1703621.csv,レイズ,カージナルス,3,2
662,1703622.csv,レイズ,Rソックス,4,1
663,1703623.csv,アスレチックス,Rソックス,1,11
664,1703624.csv,アスレチックス,Rソックス,7,3
665,1703625.csv,パイレーツ,カージナルス,1,4
666,1703626.csv,アスレチックス,Rソックス,2,6
667,1703628.csv,パイレーツ,カージナルス,0,7
668,1703629.csv,ブルージェイズ,Rソックス,6,4
669,1703630.csv,ブルージェイズ,Rソックス,9,4
670,1703631.csv,レッズ,カージナルス,4,13
671,1703632.csv,ブルージェイズ,Rソックス,7,10
672,1703633.csv,レッズ,カージナルス,6,0
673,1703634.csv,アストロズ,Rソックス,12,2
674,1703635.csv,アストロズ,Rソックス,3,2
675,1703636.csv,レッズ,カージナルス,2,5
676,1703637.csv,アストロズ,Rソックス,3,6
677,1703638.csv,アストロズ,Rソックス,4,3
678,1703639.csv,カブス,カージナルス,10,2
679,1703640.csv,カブス,カージナルス,7,8
680,1703641.csv,カブス,カージナルス,5,1
681,1703642.csv,カブス,カージナルス,2,1
682,1703643.csv,ブリュワーズ,カージナルス,5,3
683,1703644.csv,ブリュワーズ,カージナルス,6,7
684,1703645.csv,ブリュワーズ,カージナルス,6,1
685,1703646.csv,レイズ,ヤンキース,1,8
686,1703647.csv,レイズ,ヤンキース,4,8
687,1703648.csv,レイズ,ヤンキース,2,3
688,1703649.csv,カージナルス,ヤンキース,3,4
689,1703650.csv,カージナルス,ヤンキース,2,3
690,1703651.csv,カージナルス,ヤンキース,3,9
691,1703652.csv,Wソックス,ヤンキース,4,7
692,1703653.csv,Wソックス,ヤンキース,4,1
693,1703654.csv,Wソックス,ヤンキース,1,9
694,1703655.csv,オリオールズ,ヤンキース,11,14
695,1703656.csv,オリオールズ,ヤンキース,4,12
696,1703657.csv,オリオールズ,ヤンキース,7,4
697,1703658.csv,ブレーブス,パイレーツ,4,5
698,1703659.csv,ブレーブス,パイレーツ,4,6
699,1703660.csv,ブルージェイズ,ヤンキース,7,1
700,1703661.csv,ブルージェイズ,ヤンキース,5,11
701,1703662.csv,ブレーブス,パイレーツ,5,6
702,1703663.csv,ブルージェイズ,ヤンキース,6,8
703,1703664.csv,レッズ,パイレーツ,7,1
704,1703665.csv,レッズ,パイレーツ,6,2
705,1703666.csv,アストロズ,ヤンキース,3,2
706,1703667.csv,アストロズ,ヤンキース,5,1
707,1703668.csv,レッズ,パイレーツ,9,2
708,1703670.csv,アストロズ,ヤンキース,6,11
709,1703671.csv,ヤンキース,パイレーツ,3,6
710,1703672.csv,ロイヤルズ,ヤンキース,2,4
711,1703673.csv,ロイヤルズ,ヤンキース,6,2
712,1703674.csv,ヤンキース,パイレーツ,11,5
713,1703675.csv,ロイヤルズ,ヤンキース,0,3
714,1703677.csv,ヤンキース,パイレーツ,1,2
715,1703678.csv,アスレチックス,ヤンキース,4,1
716,1703679.csv,アスレチックス,ヤンキース,2,3
717,1703680.csv,アスレチックス,ヤンキース,5,9
718,1703681.csv,カブス,パイレーツ,14,3
719,1703683.csv,Rソックス,ヤンキース,5,4
720,1703684.csv,Rソックス,ヤンキース,0,8
721,1703685.csv,Rソックス,ヤンキース,1,9
722,1703687.csv,オリオールズ,ヤンキース,2,8
723,1703688.csv,オリオールズ,ヤンキース,3,16
724,1703689.csv,オリオールズ,ヤンキース,3,14
725,1703690.csv,ブリュワーズ,パイレーツ,0,4
726,1703691.csv,エンゼルス,ヤンキース,8,3
727,1703692.csv,エンゼルス,ヤンキース,4,8
728,1703693.csv,エンゼルス,ヤンキース,10,5
729,1703694.csv,レンジャーズ,ヤンキース,1,2
730,1703695.csv,レンジャーズ,ヤンキース,8,1
731,1703696.csv,レンジャーズ,ヤンキース,7,6
732,1703697.csv,ブルージェイズ,ヤンキース,3,6
733,1703698.csv,ブルージェイズ,ヤンキース,4,1
734,1703700.csv,ブリュワーズ,ヤンキース,9,4
735,1703701.csv,ブリュワーズ,パイレーツ,1,2
736,1703702.csv,ブリュワーズ,ヤンキース,3,5
737,1703703.csv,ブリュワーズ,パイレーツ,6,2
738,1703704.csv,ブリュワーズ,ヤンキース,5,3
739,1703705.csv,レッズ,ヤンキース,2,4
740,1703706.csv,レッズ,ヤンキース,5,9
741,1703707.csv,レイズ,ヤンキース,5,6
742,1703708.csv,レイズ,ヤンキース,1,6
743,1703709.csv,ナショナルズ,パイレーツ,8,4
744,1703710.csv,レイズ,ヤンキース,4,5
745,1703711.csv,ナショナルズ,パイレーツ,1,6
746,1703712.csv,レイズ,ヤンキース,5,3
747,1703713.csv,タイガース,ヤンキース,3,7
748,1703714.csv,ナショナルズ,パイレーツ,4,10
749,1703715.csv,タイガース,ヤンキース,4,3
750,1703716.csv,タイガース,ヤンキース,2,0
751,1703717.csv,Rソックス,ヤンキース,4,5
752,1703718.csv,フィリーズ,パイレーツ,7,2
753,1703719.csv,Rソックス,ヤンキース,10,5
754,1703720.csv,Rソックス,ヤンキース,3,2
755,1703721.csv,フィリーズ,パイレーツ,3,6
756,1703722.csv,メッツ,ヤンキース,2,4
757,1703723.csv,メッツ,ヤンキース,4,5
758,1703725.csv,マリナーズ,ヤンキース,2,1
759,1703726.csv,マリナーズ,ヤンキース,3,6
760,1703727.csv,マリナーズ,ヤンキース,1,10
761,1703729.csv,インディアンス,ヤンキース,6,2
762,1703730.csv,メッツ,パイレーツ,4,5
763,1703732.csv,インディアンス,ヤンキース,2,1
764,1703733.csv,メッツ,パイレーツ,7,2
765,1703734.csv,Rソックス,ヤンキース,2,6
766,1703735.csv,Rソックス,ヤンキース,4,1
767,1703736.csv,Dバックス,パイレーツ,3,4
768,1703737.csv,Rソックス,ヤンキース,1,5
769,1703739.csv,Dバックス,パイレーツ,3,0
770,1703740.csv,オリオールズ,ヤンキース,5,13
771,1703741.csv,オリオールズ,ヤンキース,2,8
772,1703742.csv,Dバックス,パイレーツ,6,5
773,1703743.csv,オリオールズ,ヤンキース,3,9
774,1703744.csv,オリオールズ,ヤンキース,6,4
775,1703745.csv,ツインズ,ヤンキース,1,2
776,1703746.csv,ツインズ,ヤンキース,2,5
777,1703747.csv,ツインズ,ヤンキース,3,11
778,1703748.csv,レイズ,ヤンキース,1,6
779,1703749.csv,マーリンズ,パイレーツ,7,1
780,1703750.csv,レイズ,ヤンキース,1,6
781,1703751.csv,レイズ,ヤンキース,9,6
782,1703752.csv,ブルージェイズ,ヤンキース,0,4
783,1703753.csv,ブルージェイズ,ヤンキース,1,2
784,1703754.csv,ブルージェイズ,ヤンキース,2,1
785,1703755.csv,マーリンズ,パイレーツ,12,7
786,1703756.csv,ヤンキース,レイズ,3,7
787,1703757.csv,マーリンズ,パイレーツ,6,7
788,1703758.csv,ヤンキース,レイズ,5,0
789,1703759.csv,マーリンズ,パイレーツ,1,3
790,1703760.csv,ヤンキース,レイズ,1,4
791,1703761.csv,ブルージェイズ,レイズ,5,2
792,1703762.csv,ロッキーズ,パイレーツ,2,7
793,1703763.csv,ブルージェイズ,レイズ,8,10
794,1703765.csv,ブルージェイズ,レイズ,2,3
795,1703766.csv,ブルージェイズ,レイズ,2,7
796,1703768.csv,タイガース,レイズ,1,5
797,1703769.csv,タイガース,レイズ,7,7
798,1703770.csv,カブス,パイレーツ,9,5
799,1703771.csv,タイガース,レイズ,1,8
800,1703772.csv,アストロズ,レイズ,6,3
801,1703774.csv,アストロズ,レイズ,3,6
802,1703775.csv,アストロズ,レイズ,6,4
803,1703777.csv,レイズ,パイレーツ,4,2
804,1703778.csv,レイズ,パイレーツ,2,6
805,1703780.csv,マーリンズ,レイズ,10,6
806,1703782.csv,マーリンズ,レイズ,1,5
807,1703784.csv,ブルージェイズ,レイズ,8,4
808,1703785.csv,ブルージェイズ,レイズ,1,6
809,1703786.csv,ジャイアンツ,パイレーツ,5,3
810,1703787.csv,ブルージェイズ,レイズ,2,1
811,1703788.csv,ロイヤルズ,レイズ,7,3
812,1703790.csv,ロイヤルズ,レイズ,7,6
813,1703792.csv,ロイヤルズ,レイズ,6,0
814,1703794.csv,ヤンキース,レイズ,4,5
815,1703795.csv,ヤンキース,レイズ,5,9
816,1703796.csv,ヤンキース,レイズ,3,2
817,1703797.csv,エンゼルス,レイズ,3,2
818,1703798.csv,エンゼルス,レイズ,4,0
819,1703799.csv,エンゼルス,レイズ,2,5
820,1703800.csv,エンゼルス,レイズ,0,4
821,1703802.csv,ブリュワーズ,パイレーツ,2,4
822,1703803.csv,Wソックス,レイズ,4,2
823,1703804.csv,Wソックス,レイズ,1,3
824,1703805.csv,Wソックス,レイズ,5,7
825,1703806.csv,アスレチックス,レイズ,4,13
826,1703807.csv,アスレチックス,レイズ,4,5
827,1703808.csv,ブリュワーズ,パイレーツ,3,4
828,1703809.csv,レッズ,レイズ,7,3
829,1703810.csv,レッズ,レイズ,5,6
830,1703811.csv,ブリュワーズ,パイレーツ,2,3
831,1703812.csv,ブリュワーズ,パイレーツ,2,4
832,1703813.csv,レッズ,パイレーツ,9,1
833,1703814.csv,レッズ,パイレーツ,5,2
834,1703815.csv,レッズ,パイレーツ,0,6
835,1703816.csv,パドレス,パイレーツ,6,10
836,1703817.csv,パドレス,パイレーツ,5,2
837,1703818.csv,パドレス,パイレーツ,4,5
838,1703819.csv,エンゼルス,アスレチックス,2,4
839,1703820.csv,アスレチックス,レイズ,5,6
840,1703821.csv,エンゼルス,アスレチックス,7,6
841,1703822.csv,アスレチックス,レイズ,7,2
842,1703823.csv,エンゼルス,アスレチックス,5,0
843,1703824.csv,タイガース,パイレーツ,0,3
844,1703825.csv,エンゼルス,アスレチックス,1,5
845,1703826.csv,レッズ,レイズ,3,8
846,1703827.csv,アストロズ,アスレチックス,7,2
847,1703828.csv,オリオールズ,レイズ,5,15
848,1703829.csv,アストロズ,アスレチックス,10,6
849,1703830.csv,タイガース,パイレーツ,3,6
850,1703831.csv,オリオールズ,レイズ,8,3
851,1703833.csv,オリオールズ,レイズ,8,5
852,1703834.csv,レンジャーズ,アスレチックス,7,0
853,1703835.csv,レンジャーズ,アスレチックス,2,4
854,1703836.csv,Rソックス,レイズ,1,4
855,1703837.csv,レンジャーズ,アスレチックス,1,9
856,1703838.csv,マリナーズ,アスレチックス,6,9
857,1703839.csv,マリナーズ,アスレチックス,1,3
858,1703840.csv,カージナルス,パイレーツ,11,7
